BROKERTITLE;TYPE;PRICE;BEDS;BATH;PROPERTYSQFT;ADDRESS;STATE;MAIN_ADDRESS;ADMINISTRATIVE_AREA_LEVEL_2;LOCALITY;SUBLOCALITY;STREET_NAME;LONG_NAME;FORMATTED_ADDRESS;LATITUDE;LONGITUDE
Brokered by COMPASS;Co-op for sale;550000;3;2.0;1250.0;2041 5th Ave Apt 2B;Manhattan, NY 10035;2041 5th Ave Apt 2BManhattan, NY 10035;New York;New York County;New York;Manhattan;2041;2041 5th Ave #2b, New York, NY 10027, USA;40.8071957;-73.941821
Brokered by Homes R Us Realty of NY, Inc.;Townhouse for sale;799900;3;;2058.0;25 Flagship Cir;Staten Island, NY 10309;25 Flagship CirStaten Island, NY 10309;United States;New York;Richmond County;Staten Island;Flagship Circle;25 Flagship Cir, Staten Island, NY 10309, USA;40.5147701;-74.2022363
Brokered by RE MAX Edge;House for sale;758000;3;1.0;1200.0;86 Bay 46th St;Brooklyn, NY 11214;86 Bay 46th StBrooklyn, NY 11214;11214;United States;New York;Kings County;Bay 46th Street;86 Bay 46th St, Brooklyn, NY 11214, USA;40.5908794;-73.9865956
Brokered by Century 21 Amiable Realty Group II, Inc.;House for sale;829000;4;2.0;1680.0;159-31 80th St;Howard Beach, NY 11414;159-31 80th StHoward Beach, NY 11414;United States;New York;Queens County;Queens;80th Street;159-31 80th St, Jamaica, NY 11414, USA;40.6565796;-73.8516349
Brokered by Ilite Realty Inc;Condo for sale;789000;2;2.0;1230.0;40 Oceana Dr W Unit 1C;Brooklyn, NY 11235;40 Oceana Dr W Unit 1CBrooklyn, NY 11235;New York;Kings County;Brooklyn;Brighton Beach;40;40 Oceana Dr W #1c, Brooklyn, NY 11235, USA;;
Brokered by Douglas Elliman - 575 Madison Ave;Townhouse for sale;24990000;7;6.0;8500.0;6 Sutton Sq;New York, NY 10022;6 Sutton SqNew York, NY 10022;United States;New York;New York County;New York;Sutton Square;6 Sutton Square, New York, NY 10022, USA;40.7577238;-73.9597924
Brokered by Corcoran Brooklyn Heights;House for sale;2250000;6;4.0;2184.207862;144 Nassau Ave;Brooklyn, NY 11222;144 Nassau AveBrooklyn, NY 11222;United States;New York;Kings County;Brooklyn;Nassau Avenue;144 Nassau Ave, Brooklyn, NY 11222, USA;40.7246592;-73.9475691
Brokered by COMPASS;Co-op for sale;359000;1;1.0;2184.207862;229 E 81st St Unit Gh;Manhattan, NY 10028;229 E 81st St Unit GhManhattan, NY 10028;United States;New York;New York County;New York;East 81st Street;229 E 81st St, New York, NY 10028, USA;40.7751786;-73.9550168
Brokered by RE MAX Real Estate Professionals;House for sale;1439000;6;4.0;1440.0;1019 58th St;Brooklyn, NY 11219;1019 58th StBrooklyn, NY 11219;United States;New York;Kings County;Brooklyn;58th Street;1019 58th St, Brooklyn, NY 11219, USA;40.6337561;-74.003307
Brokered by Exit Realty DKC;Multi-family home for sale;1050000;7;4.0;3280.0;1135 Croes Ave;Bronx, NY 10472;1135 Croes AveBronx, NY 10472;United States;New York;Bronx County;The Bronx;Croes Avenue;1135 Croes Ave, Bronx, NY 10472, USA;40.8282228;-73.8706372
Brokered by Exp Realty;Co-op for sale;134500;3;1.0;503.0;601 Kappock St Apt 1G;Bronx, NY 10463;601 Kappock St Apt 1GBronx, NY 10463;New York;;The Bronx;Spuyten Duyvil;601;601 Kappock St #1g, Bronx, NY 10463, USA;40.8789773;-73.916004
Brokered by Sotheby's International Realty - Downtown Manhattan;Townhouse for sale;11900000;6;;9075.0;328 W 108th St;New York, NY 10025;328 W 108th StNew York, NY 10025;United States;New York;New York County;New York;West 108th Street;328 W 108th St, New York, NY 10025, USA;40.8032028;-73.9687464
Brokered by Sowae Corp;House for sale;270000;4;2.0;2000.0;2417 Cambreleng Ave;Bronx, NY 10458;2417 Cambreleng AveBronx, NY 10458;United States;New York;Bronx County;The Bronx;Cambreleng Avenue;2417 Cambreleng Ave, Bronx, NY 10458, USA;40.8550515;-73.8852304
Brokered by Key Impact Realty Group Inc;Multi-family home for sale;2280000;6;5.0;2184.207862;137-06 Oak Ave;Flushing, NY 11355;137-06 Oak AveFlushing, NY 11355;United States;New York;Queens County;Queens;Oak Avenue;137-06 Oak Ave, Flushing, NY 11355, USA;40.7472951;-73.8164494
Brokered by Voro Llc;Co-op for sale;278999;1;1.0;2184.207862;5811 251st St Unit Upper;Little Neck, NY 11362;5811 251st St Unit UpperLittle Neck, NY 11362;United States;New York;Queens County;Queens;251st Street;58- 11 251st St, Little Neck, NY 11362, USA;40.7601741;-73.728329
Brokered by Key Impact Realty Group Inc;Multi-family home for sale;2280000;6;5.0;2184.207862;137-06 Oak Ave;Flushing, NY 11355;137-06 Oak AveFlushing, NY 11355;United States;New York;Queens County;Queens;Oak Avenue;137-06 Oak Ave, Flushing, NY 11355, USA;40.7472951;-73.8164494
Brokered by Sowae Corp;Multi-family home for sale;625000;5;2.0;2184.207862;371 Kosciuszko St;Brooklyn, NY 11221;371 Kosciuszko StBrooklyn, NY 11221;United States;New York;Kings County;Brooklyn;Kosciuszko Street;371 Kosciuszko St, Brooklyn, NY 11221, USA;40.6921071;-73.9400823
Brokered by Sowae Corp;House for sale;270000;4;2.0;2000.0;2417 Cambreleng Ave;Bronx, NY 10458;2417 Cambreleng AveBronx, NY 10458;United States;New York;Bronx County;The Bronx;Cambreleng Avenue;2417 Cambreleng Ave, Bronx, NY 10458, USA;40.8550515;-73.8852304
Brokered by Island Advantage Realty LLC;Foreclosure;605000;4;2.0;1344.0;253 Father Capodanno Blvd;Staten Island, NY 10305;253 Father Capodanno BlvdStaten Island, NY 10305;United States;New York;Richmond County;Staten Island;Father Capodanno Boulevard;253 Father Capodanno Blvd, Staten Island, NY 10305, USA;40.5909939;-74.0662942
Brokered by American Homes Group;House for sale;529000;3;2.0;1150.0;1524 Castleton Ave;Staten Island, NY 10302;1524 Castleton AveStaten Island, NY 10302;United States;New York;Richmond County;Staten Island;Castleton Avenue;1524 Castleton Ave, Staten Island, NY 10302, USA;40.635324;-74.133679
Brokered by Corcoran Park Slope;Townhouse for sale;1050000;4;1.0;2184.207862;1023 Union St;Brooklyn, NY 11225;1023 Union StBrooklyn, NY 11225;United States;New York;Kings County;Brooklyn;Union Street;1023 Union St, Brooklyn, NY 11225, USA;40.6701878;-73.9595284
Brokered by COMPASS;Co-op for sale;225000;3;1.0;2184.207862;11 St Nicholas Ave Unit 4D;Manhattan, NY 10026;11 St Nicholas Ave Unit 4DManhattan, NY 10026;New York;New York County;New York;Manhattan;11;11 St Nicholas Ave #4b, New York, NY 10026, USA;40.7992319;-73.9526079
Brokered by Stonegate Real Estate;Townhouse for sale;1049000;3;1.0;1224.0;67101 Dartmouth St;Forest Hills, NY 11375;67101 Dartmouth StForest Hills, NY 11375;United States;New York;Queens County;Queens;Dartmouth Street;67-101 Dartmouth St, Flushing, NY 11375, USA;40.7207542;-73.8537801
Brokered by Century Homes Realty Group LLC;Co-op for sale;259000;1;1.0;2184.207862;37-30 73 St Unit 1H;Jackson Heights, NY 11372;37-30 73 St Unit 1HJackson Heights, NY 11372;New York;Queens County;Queens;Jackson Heights;3730;3730 73rd St Apt 1h, Jackson Heights, NY 11372, USA;40.7488599;-73.8926999
Brokered by Coldwell Banker Kueber Realty;House for sale;599000;3;2.0;2184.207862;425 Snediker Ave;Brooklyn, NY 11207;425 Snediker AveBrooklyn, NY 11207;United States;New York;Kings County;Brooklyn;Snediker Avenue;425 Snediker Ave, Brooklyn, NY 11207, USA;40.6645719;-73.8995034
Brokered by Wonica REALTORS & Appraisers;Contingent;675000;3;1.0;1316.0;192 Hart Blvd;Staten Island, NY 10301;192 Hart BlvdStaten Island, NY 10301;United States;New York;Richmond County;Staten Island;Hart Boulevard;192 Hart Blvd, Staten Island, NY 10301, USA;40.630475;-74.100665
Brokered by Coldwell Banker Warburg;Condo for sale;3595000;3;3.0;1862.0;475 Greenwich St Apt 2A;New York, NY 10013;475 Greenwich St Apt 2ANew York, NY 10013;New York;New York County;New York;Manhattan;475;475 Greenwich St #2a, New York, NY 10013, USA;;
Brokered by J Milo Real Estate;Contingent;789000;4;2.0;1871.0;19 Goff Ave;Staten Island, NY 10309;19 Goff AveStaten Island, NY 10309;United States;New York;Richmond County;Staten Island;Goff Avenue;19 Goff Ave, Staten Island, NY 10309, USA;40.5248784;-74.2121776
Brokered by Keller Williams Realty Liberty;Multi-family home for sale;998000;6;3.0;1872.0;59-38 Linden St;Ridgewood, NY 11385;59-38 Linden StRidgewood, NY 11385;United States;New York;Queens County;Queens;Linden Street;59-38 Linden St, Flushing, NY 11385, USA;40.7086372;-73.9026067
Brokered by TOP NEST INC;Multi-family home for sale;889000;6;2.0;2280.0;1349 Herschell St;Bronx, NY 10461;1349 Herschell StBronx, NY 10461;United States;New York;Bronx County;The Bronx;Herschell Street;1349 Herschell St, Bronx, NY 10461, USA;40.8368581;-73.8449273
